"ITTER107","Territorio","TIPO_DATO7","Tipo dato","SEXISTAT1","Sesso","ETA1_A","Classe di età","PROFILO_PROF","Qualifica contrattuale","ATECO_2007","Ateco 2007","CLLVT","Classe di dipendenti","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2014","2014",15.22,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2015","2015",15.63,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2016","2016",15.72,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2017","2017",15.55,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y15-29","15-29 anni","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2014","2014",11.76,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y15-29","15-29 anni","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2015","2015",11.82,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y15-29","15-29 anni","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2016","2016",11.82,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y15-29","15-29 anni","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2017","2017",11.74,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W50_249","50-249","2014","2014",15.68,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W50_249","50-249","2015","2015",15.82,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W50_249","50-249","2016","2016",15.96,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W50_249","50-249","2017","2017",15.78,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","F","costruzioni","TOTAL","totale","2014","2014",13.41,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","F","costruzioni","TOTAL","totale","2015","2015",13.71,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","F","costruzioni","TOTAL","totale","2016","2016",13.48,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","F","costruzioni","TOTAL","totale","2017","2017",13.33,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y15-29","15-29 anni","99","totale","F","costruzioni","TOTAL","totale","2014","2014",9.95,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y15-29","15-29 anni","99","totale","F","costruzioni","TOTAL","totale","2015","2015",10.34,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y15-29","15-29 anni","99","totale","F","costruzioni","TOTAL","totale","2016","2016",10.19,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y15-29","15-29 anni","99","totale","F","costruzioni","TOTAL","totale","2017","2017",10.22,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","6","operaio","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2014","2014",14.24,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","6","operaio","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2015","2015",14.36,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","6","operaio","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2016","2016",14.4,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","6","operaio","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2017","2017",14.41,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2014","2014",15.63,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2015","2015",15.8,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2016","2016",15.89,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","TOTAL","totale","2017","2017",16.04,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W50_249","50-249","2014","2014",15.73,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W50_249","50-249","2015","2015",15.81,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W50_249","50-249","2016","2016",15.91,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W50_249","50-249","2017","2017",16.1,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","1","dirigente; impiegato","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2014","2014",16,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","1","dirigente; impiegato","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2015","2015",15.97,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","1","dirigente; impiegato","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2016","2016",16.16,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","1","dirigente; impiegato","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2017","2017",16.37,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","7","apprendista","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2014","2014",9.84,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","7","apprendista","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2015","2015",10.16,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","7","apprendista","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2016","2016",9.94,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","7","apprendista","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2017","2017",9.86,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE250","250 e più","2014","2014",15.14,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE250","250 e più","2015","2015",15.24,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE250","250 e più","2016","2016",15.44,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W_GE250","250 e più","2017","2017",15.64,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","F","costruzioni","W50_249","50-249","2014","2014",14.75,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","F","costruzioni","W50_249","50-249","2015","2015",14.89,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","F","costruzioni","W50_249","50-249","2016","2016",14.69,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","F","costruzioni","W50_249","50-249","2017","2017",14.51,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","H","trasporto e magazzinaggio","TOTAL","totale","2014","2014",16.29,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","H","trasporto e magazzinaggio","TOTAL","totale","2015","2015",16.34,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","H","trasporto e magazzinaggio","TOTAL","totale","2016","2016",16.31,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","H","trasporto e magazzinaggio","TOTAL","totale","2017","2017",16.39,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","D","fornitura di energia elettrica, gas, vapore e aria condizionata","TOTAL","totale","2014","2014",25.44,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","D","fornitura di energia elettrica, gas, vapore e aria condizionata","TOTAL","totale","2015","2015",25.45,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","D","fornitura di energia elettrica, gas, vapore e aria condizionata","TOTAL","totale","2016","2016",25.1,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","D","fornitura di energia elettrica, gas, vapore e aria condizionata","TOTAL","totale","2017","2017",25.66,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W0_9","0-9","2014","2014",12.7,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W0_9","0-9","2015","2015",12.6,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W0_9","0-9","2016","2016",12.96,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","E","fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","W0_9","0-9","2017","2017",12.9,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","H","trasporto e magazzinaggio","W0_9","0-9","2014","2014",11.83,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","H","trasporto e magazzinaggio","W0_9","0-9","2015","2015",12,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","H","trasporto e magazzinaggio","W0_9","0-9","2016","2016",12.06,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","H","trasporto e magazzinaggio","W0_9","0-9","2017","2017",12.19,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y30-49","30-49 anni","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2014","2014",13.83,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y30-49","30-49 anni","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2015","2015",13.85,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y30-49","30-49 anni","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2016","2016",13.97,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y30-49","30-49 anni","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2017","2017",14.14,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","1","maschi","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2014","2014",14,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","1","maschi","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2015","2015",13.95,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","1","maschi","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2016","2016",14.07,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","1","maschi","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2017","2017",14.22,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2014","2014",15.73,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2015","2015",15.62,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2016","2016",15.64,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","Y_GE50","50 anni e più","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","TOTAL","totale","2017","2017",15.8,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","1","dirigente; impiegato","F","costruzioni","TOTAL","totale","2014","2014",17.62,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","1","dirigente; impiegato","F","costruzioni","TOTAL","totale","2015","2015",17.57,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","1","dirigente; impiegato","F","costruzioni","TOTAL","totale","2016","2016",17.27,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","1","dirigente; impiegato","F","costruzioni","TOTAL","totale","2017","2017",17.19,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","F","costruzioni","TOTAL","totale","2014","2014",12.04,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","F","costruzioni","TOTAL","totale","2015","2015",12.42,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","F","costruzioni","TOTAL","totale","2016","2016",12.29,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","F","costruzioni","TOTAL","totale","2017","2017",12.34,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","7","apprendista","I","attività dei servizi di alloggio e di ristorazione","TOTAL","totale","2014","2014",8.62,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","7","apprendista","I","attività dei servizi di alloggio e di ristorazione","TOTAL","totale","2015","2015",8.96,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","7","apprendista","I","attività dei servizi di alloggio e di ristorazione","TOTAL","totale","2016","2016",8.74,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","7","apprendista","I","attività dei servizi di alloggio e di ristorazione","TOTAL","totale","2017","2017",8.69,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W0_9","0-9","2014","2014",11.83,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W0_9","0-9","2015","2015",11.89,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W0_9","0-9","2016","2016",11.9,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","G","commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli","W0_9","0-9","2017","2017",12.07,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","H","trasporto e magazzinaggio","TOTAL","totale","2014","2014",13.75,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","H","trasporto e magazzinaggio","TOTAL","totale","2015","2015",13.95,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","H","trasporto e magazzinaggio","TOTAL","totale","2016","2016",13.95,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","2","femmine","TOTAL","totale","99","totale","H","trasporto e magazzinaggio","TOTAL","totale","2017","2017",14.04,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","J","servizi di informazione e comunicazione","W0_9","0-9","2014","2014",15.62,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","J","servizi di informazione e comunicazione","W0_9","0-9","2015","2015",16.02,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","J","servizi di informazione e comunicazione","W0_9","0-9","2016","2016",15.69,,
"IT","Italia","HOUWAG_ENTEMP_AV_MI","Retribuzione lorda oraria per ora retribuita delle posizioni lavorative dipendenti in euro (media). ","9","totale","TOTAL","totale","99","totale","J","servizi di informazione e comunicazione","W0_9","0-9","2017","2017",15.53,,
